"","EXPEDIENTE","TIPO","REGIÓN","PROVINCIA","CIUDAD","TAMAÑO","SECTOR","EMPLEADOS","ACTIVO","PATRIMONIO","VENTAS","UTILIDAD","SECTOR_PROD"
"9071",302076,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,71667.75,11295.38,121992.27,2716,"COMERCIO"
"9072",151368,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",3,159972.86,71167.56,16000,2708.31,"COMERCIO"
"9073",715125,"ANÓNIMA","COSTA","ESMERALDAS","ESMERALDAS","MEDIANA","SOCIETARIO",8,357052.1,83585.75,1067044.07,2708.12,"COMERCIO"
"9074",114778,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",12,1268379.56,70268.58,3420625.19,2705.17,"COMERCIO"
"9075",24368,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",17,479314.72,100806.13,5470893.86,2701.94,"COMERCIO"
"9076",160662,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",38,5419789.84,845374.1,7424486.63,2701.51,"COMERCIO"
"9077",97946,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,393191.93,22025.73,382500.41,2701.28,"COMERCIO"
"9078",718591,"ANÓNIMA","COSTA","LOS RIOS","BABAHOYO","PEQUEÑA","SOCIETARIO",0,24262.9,3501.06,113462.14,2701.06,"COMERCIO"
"9079",93977,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,123594.04,91100,77225,2698.18,"COMERCIO"
"9080",159030,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",11,85767.54,68393.88,474192.35,2696.08,"COMERCIO"
"9081",58615,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",10,344026.67,14385.5,98000,2695.55,"COMERCIO"
"9082",166772,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","ALANGASÍ","PEQUEÑA","SOCIETARIO",14,122188.76,50772.12,109999.25,2694.51,"COMERCIO"
"9083",135870,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",7,42226.53,41055.2,205621.07,2690.61,"COMERCIO"
"9084",714596,"ANÓNIMA","COSTA","GUAYAS","ELOY ALFARO (DURAN)","MICROEMPRESA","SOCIETARIO",2,13285.75,3785.44,75053,2686.9,"COMERCIO"
"9085",170991,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,40573.73,-7501.15,30313.76,2678.75,"COMERCIO"
"9086",713949,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","PEQUEÑA","SOCIETARIO",11,281635.39,173208.47,833481.17,2676.54,"COMERCIO"
"9087",182148,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",4,39412.37,8773.07,68078.09,2675.93,"COMERCIO"
"9088",173559,"ANÓNIMA","COSTA","EL ORO","EL GUABO","MEDIANA","SOCIETARIO",35,783713.39,255338.63,578841.26,2669.8,"COMERCIO"
"9089",53033,"RESPONSABILIDAD LIMITADA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","MEDIANA","SOCIETARIO",26,658245.01,405906.01,1492967.07,2669.32,"COMERCIO"
"9090",115487,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",18,220858.93,77092.66,221022.49,2668.12,"COMERCIO"
"9091",131662,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,11489.29,4081.75,12104.64,2667.39,"COMERCIO"
"9092",9595,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","GRANDE","SOCIETARIO",35,976341.55,182400.19,6258318.47,2666.69,"COMERCIO"
"9093",182279,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,60078.65,3665.6,52328,2665.67,"COMERCIO"
"9094",99526,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,136168.33,78051.67,80493.74,2662.9,"COMERCIO"
"9095",119644,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,209000.05,23348.81,430835.73,2662.29,"COMERCIO"
"9096",124611,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",12,105770.09,87305.89,162887.85,2660.12,"COMERCIO"
"9097",4662,"RESPONSABILIDAD LIMITADA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","PEQUEÑA","SOCIETARIO",5,380145.26,97800.05,289521.64,2658.48,"COMERCIO"
"9098",716511,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,48470.86,3457.65,72140.95,2657.65,"COMERCIO"
"9099",105608,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",3,287223.51,211347.37,86374.87,2653.39,"COMERCIO"
"9100",64843,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,65077.76,3746.65,9642.87,2651.99,"COMERCIO"
"9101",177939,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",5,15788.06,10043.04,40403.91,2649.17,"COMERCIO"
"9102",140718,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,47337.71,35428,93534.96,2646.44,"COMERCIO"
"9103",178086,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",3,110637.95,15806.09,17333.28,2646.3,"COMERCIO"
"9104",307249,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",2,182601,17668.97,10280.94,2646.05,"COMERCIO"
"9105",155552,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",3,11616.35,10163.79,37945.76,2642.8,"COMERCIO"
"9106",131879,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",17,183588.06,55122.69,128576.78,2640.89,"COMERCIO"
"9107",63286,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",3,498466.81,132883.14,776123.74,2639.02,"COMERCIO"
"9108",124311,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",5,459322.1,50438.23,891521.34,2637.47,"COMERCIO"
"9109",306936,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MICROEMPRESA","SOCIETARIO",4,57057.7,3525.4,38250.27,2634.17,"COMERCIO"
"9110",707189,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,41638.56,4551.16,11375.9,2632.6,"COMERCIO"
"9111",707266,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,165408.22,5700.14,159329.97,2628.59,"COMERCIO"
"9112",714415,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,14964.71,5097.33,96960.68,2621.52,"COMERCIO"
"9113",173828,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","PEQUEÑA","SOCIETARIO",9,90773.85,5810.79,358483.87,2619.95,"COMERCIO"
"9114",164619,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",4,1423057.76,307386.09,2044099.44,2615.48,"COMERCIO"
"9115",60160,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,382846.83,18741.2,160587.44,2615.32,"COMERCIO"
"9116",162808,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",5,134948.71,9072.65,547212.11,2612.81,"COMERCIO"
"9117",700707,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,16869.97,9156.89,30630,2612.74,"COMERCIO"
"9118",136974,"ANÓNIMA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","MEDIANA","SOCIETARIO",66,2059188.89,1115824.86,3798351.6,2611.49,"COMERCIO"
"9119",139606,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,72159.33,68366.61,83873.86,2610.86,"COMERCIO"
"9120",82355,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",7,129099.76,8169.56,239652.06,2605.99,"COMERCIO"
"9121",308390,"ANÓNIMA","COSTA","EL ORO","MACHALA","PEQUEÑA","SOCIETARIO",7,250335.19,6416.89,786439.09,2605.57,"COMERCIO"
"9122",309095,"ANÓNIMA","COSTA","MANABI","MANTA","PEQUEÑA","SOCIETARIO",4,56418.17,3403.37,126330.91,2603.37,"COMERCIO"
"9123",142422,"ANÓNIMA","COSTA","GUAYAS","MILAGRO","MICROEMPRESA","SOCIETARIO",4,3398.77,3398.77,47187.53,2598.77,"COMERCIO"
"9124",147017,"ANÓNIMA","SIERRA","AZUAY","CUENCA","PEQUEÑA","SOCIETARIO",4,187948.31,100550.18,487215.46,2597.29,"COMERCIO"
"9125",104011,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,477862.55,39557.45,431097.08,2590.38,"COMERCIO"
"9126",98454,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",11,81432.4,49522.8,182243,2588.31,"COMERCIO"
"9127",130221,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,45041.58,23761.27,96622.76,2587.5,"COMERCIO"
"9128",54772,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,289711.59,287935.04,0,2586.39,"COMERCIO"
"9129",91969,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",6,30989.02,9154.16,171494.46,2584.26,"COMERCIO"
"9130",73509,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,215680.32,215680.32,39346.76,2580.52,"COMERCIO"
"9131",172577,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",5,42815.19,12111.14,123708.71,2579.8,"COMERCIO"
"9132",136552,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,95341.44,21671.56,21980,2576.34,"COMERCIO"
"9133",62360,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,163337.07,45475.91,511624.24,2568.02,"COMERCIO"
"9134",720755,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,71744.4,33006.23,19410.99,2565.8,"COMERCIO"
"9135",126793,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,30203.82,22294.84,36488.44,2564.59,"COMERCIO"
"9136",124744,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,25375.5,19600.66,58430.3,2563.89,"COMERCIO"
"9137",61141,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,11257.52,9072.3,87799.14,2560.93,"COMERCIO"
"9138",170697,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,39004.55,8311.31,68260.64,2560.64,"COMERCIO"
"9139",178985,"RESPONSABILIDAD LIMITADA","SIERRA","CAÑAR","AZOGUES","PEQUEÑA","SOCIETARIO",10,211852.49,61496.91,217381.8,2558.12,"COMERCIO"
"9140",117831,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",12,171762.2,119413.17,271150.12,2553.87,"COMERCIO"
"9141",53514,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",5,560296.51,225813.63,788178.54,2551.06,"COMERCIO"
"9142",304988,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",9,102711.23,4327.1,499621.8,2550,"COMERCIO"
"9143",177900,"ANÓNIMA","COSTA","GUAYAS","MILAGRO","MICROEMPRESA","SOCIETARIO",5,60302.98,4803.82,91827.74,2548.55,"COMERCIO"
"9144",10614,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",5,31538.05,26718.85,36260.94,2546.74,"COMERCIO"
"9145",177983,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,15892.31,14095.75,12000,2546.69,"COMERCIO"
"9146",164823,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,1.65,1.65,0,2546.5,"COMERCIO"
"9147",125080,"ANÓNIMA","GALAPAGOS","GALAPAGOS","PUERTO AYORA","PEQUEÑA","SOCIETARIO",6,246748.35,60558.18,550041.94,2542.15,"COMERCIO"
"9148",161678,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",2,49004.71,14699.65,343485.25,2541.42,"COMERCIO"
"9149",164963,"ANÓNIMA","COSTA","MANABI","SAN VICENTE","MEDIANA","SOCIETARIO",8,114950.17,71201.4,1271163.96,2538.31,"COMERCIO"
"9150",53741,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",12,161962.84,29168.06,270505.9,2533.02,"COMERCIO"
"9151",115115,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",5,89036.64,84838.48,34995.36,2532.69,"COMERCIO"
"9152",62043,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,74385.04,61526.77,14900,2529.78,"COMERCIO"
"9153",172877,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,222032.64,127732.83,86863.13,2529.67,"COMERCIO"
"9154",307661,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,182181.89,4611.11,139295.36,2527.16,"COMERCIO"
"9155",176700,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",5,62765.61,8747.47,391632.54,2525.85,"COMERCIO"
"9156",141759,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,88411.65,83626.22,129203.64,2522.14,"COMERCIO"
"9157",182648,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,480602.74,17355.6,490215.26,2518.65,"COMERCIO"
"9158",720002,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",5,21483.23,3597.79,24613.37,2518.01,"COMERCIO"
"9159",310467,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",8,59708.4,3517.28,85162.3,2517.28,"COMERCIO"
"9160",154385,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",6,53421.51,28442.79,247773.66,2516.53,"COMERCIO"
"9161",112551,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,268038.99,34031.06,201237.7,2513.17,"COMERCIO"
"9162",176875,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,276896.23,110977.78,24000,2505.1,"COMERCIO"
"9163",714315,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","PEQUEÑA","SOCIETARIO",6,266978.3,4504.34,267058.82,2504.34,"COMERCIO"
"9164",144196,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",3,899251.83,170271.61,894769.78,2502.48,"COMERCIO"
"9165",121096,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",3,157305.72,23815.69,293827.07,2499.96,"COMERCIO"
"9166",310091,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,6185.31,3299.8,36646.64,2499.8,"COMERCIO"
"9167",175534,"ANÓNIMA","SIERRA","TUNGURAHUA","AMBATO","PEQUEÑA","SOCIETARIO",6,431864.75,31728.46,750500.05,2499.02,"COMERCIO"
"9168",146481,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,208120.45,-7806.87,45837.46,2493.66,"COMERCIO"
"9169",310637,"ANÓNIMA","SIERRA","TUNGURAHUA","AMBATO","PEQUEÑA","SOCIETARIO",9,1132421.02,12491.96,747330.85,2491.96,"COMERCIO"
"9170",115795,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",13,325553.85,84006.43,36000,2491.48,"COMERCIO"
"9171",160626,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,11112.02,-23029.81,55621.19,2491.26,"COMERCIO"
"9172",98293,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",13,3562680.89,-1066.07,498781.02,2490.78,"COMERCIO"
"9173",149087,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,152446.6,60691.81,509981.56,2487.61,"COMERCIO"
"9174",300590,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,534304.44,17256.95,870377.48,2486.83,"COMERCIO"
"9175",152776,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,14686.33,10494.38,14137.46,2484.58,"COMERCIO"
"9176",134966,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,40870.49,4217.27,211783.92,2483.29,"COMERCIO"
"9177",304935,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",7,46223,19061.85,54533.04,2481.85,"COMERCIO"
"9178",174674,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,10607.97,9470.15,38927.43,2481.75,"COMERCIO"
"9179",158337,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",25,368674.67,114787.65,503302.7,2477.21,"COMERCIO"
"9180",37844,"RESPONSABILIDAD LIMITADA","SIERRA","BOLIVAR","GUARANDA","MICROEMPRESA","SOCIETARIO",6,20928.16,-34.37,90586.82,2476.54,"COMERCIO"
"9181",705316,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",8,87822.48,13513.94,168663.55,2475.76,"COMERCIO"
"9182",177331,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",5,73520.6,39031.64,141633.5,2473.36,"COMERCIO"
"9183",180993,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,44199.09,14568.1,78014.54,2466.4,"COMERCIO"
"9184",149237,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",3,17332.09,14848.25,22335.53,2451.28,"COMERCIO"
"9185",135849,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,1441480.96,1260057.63,206876,2445.73,"COMERCIO"
"9186",171278,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","PIFO","MEDIANA","SOCIETARIO",4,984542,52678.96,3354025.76,2443.02,"COMERCIO"
"9187",99629,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",13,562746.54,78341.25,2216732.09,2442.81,"COMERCIO"
"9188",164135,"ANÓNIMA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","MEDIANA","SOCIETARIO",4,17922.27,13737.71,13515.33,2442.61,"COMERCIO"
"9189",120720,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,157117.92,146512.34,68463.2,2441.1,"COMERCIO"
"9190",97902,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,170486.02,55630.6,143205.42,2439.51,"COMERCIO"
"9191",29883,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,152800.25,98214.7,304299.65,2438.91,"COMERCIO"
"9192",164012,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,24164.86,7851.84,78251.03,2438.63,"COMERCIO"
"9193",178503,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,11882.19,11633.63,30340.27,2437.82,"COMERCIO"
"9194",303910,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",3,4730.44,3635.23,27755,2437.38,"COMERCIO"
"9195",170690,"RESPONSABILIDAD LIMITADA","SIERRA","CHIMBORAZO","RIOBAMBA","MICROEMPRESA","SOCIETARIO",7,9463.07,7490.15,16462.5,2437.23,"COMERCIO"
"9196",94920,"SUCURSAL EXTRANJERA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",9,132810.32,18240.81,310500,2437.05,"COMERCIO"
"9197",147940,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",8,43907.42,14202.61,83344.69,2434.8,"COMERCIO"
"9198",139968,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",15,127318.9,31924.58,496700.19,2431.89,"COMERCIO"
"9199",64560,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,320228.2,86946.73,160447.04,2429.51,"COMERCIO"
"9200",93915,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",5,81858.45,23727.2,50230.75,2429.45,"COMERCIO"
"9201",139979,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,158181.5,73496.98,384712.55,2426.69,"COMERCIO"
"9202",164604,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","PEQUEÑA","SOCIETARIO",3,231281.87,67456.45,103778.11,2426.14,"COMERCIO"
"9203",145375,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,8255.62,7728.09,27845.46,2420.65,"COMERCIO"
"9204",715446,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",4,105192.57,3214.23,4483003.66,2414.23,"COMERCIO"
"9205",135418,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,465629.2,72008.86,97380.92,2414.14,"COMERCIO"
"9206",717626,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,8112.98,3213.19,46369.07,2413.19,"COMERCIO"
"9207",111153,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",30,83812.6,83327.36,83185,2411.7,"COMERCIO"
"9208",714148,"ANÓNIMA","COSTA","GUAYAS","ELOY ALFARO (DURAN)","PEQUEÑA","SOCIETARIO",5,235989.53,4736.74,861224.59,2406.44,"COMERCIO"
"9209",133020,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,837602.02,211541.85,571925.6,2402.13,"COMERCIO"
"9210",108131,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",11,484839.63,80008.51,498696.56,2402.05,"COMERCIO"
"9211",160682,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",17,95707.73,44956.65,277925.56,2391.17,"COMERCIO"
"9212",97608,"ANÓNIMA","COSTA","EL ORO","MACHALA","PEQUEÑA","SOCIETARIO",3,28151.83,5171.96,109579.59,2388.15,"COMERCIO"
"9213",706865,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",7,10731.26,4702.48,89978.41,2386.37,"COMERCIO"
"9214",122209,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,61498.25,24796.98,21600,2385.08,"COMERCIO"
"9215",719618,"ANÓNIMA","SIERRA","COTOPAXI","SALCEDO","MICROEMPRESA","SOCIETARIO",4,141307.27,7381.54,64778.85,2381.54,"COMERCIO"
"9216",714870,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",5,46942.85,32381.49,128576.93,2381.49,"COMERCIO"
"9217",714522,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,3746.82,3180.98,6671.26,2379.06,"COMERCIO"
"9218",152015,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,95646.34,56774.15,213322.11,2373.89,"COMERCIO"
"9219",62070,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,210908.41,20776.57,177018.36,2371.93,"COMERCIO"
"9220",713771,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",8,124844.62,3371.2,996604.04,2371.2,"COMERCIO"
"9221",104923,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",5,50080.33,46453.13,14014.46,2369.47,"COMERCIO"
"9222",718120,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","PEQUEÑA","SOCIETARIO",4,338508.94,3626.93,159017.4,2364.24,"COMERCIO"
"9223",28607,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",7,237304.66,120199.74,195247.07,2357.85,"COMERCIO"
"9224",168596,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",10,220462.17,12985.5,174694.38,2356.92,"COMERCIO"
